run,t_hours,rtt_ms
resnet_50_145ac6a_report,0.0,36.5
resnet_50_145ac6a_report,0.16666666666666666,25.4
resnet_50_145ac6a_report,0.3333333333333333,25.3
resnet_50_145ac6a_report,0.5,25.3
resnet_50_145ac6a_report,0.6666666666666666,26.8
resnet_50_145ac6a_report,0.8333333333333334,67.8
resnet_50_145ac6a_report,1.0,25.4
resnet_50_145ac6a_report,1.1666666666666667,25.7
resnet_50_145ac6a_report,1.3333333333333333,25.4
resnet_50_145ac6a_report,1.5,25.2
resnet_50_145ac6a_report,1.6666666666666667,25.4
resnet_50_145ac6a_report,1.8333333333333333,25.8
resnet_50_145ac6a_report,2.0,25.3
resnet_50_145ac6a_report,2.1666666666666665,49.4
resnet_50_145ac6a_report,2.3333333333333335,25.3
resnet_50_145ac6a_report,2.5,25.2
resnet_50_145ac6a_report,2.6666666666666665,27.8
resnet_50_145ac6a_report,2.8333333333333335,25.3
resnet_50_145ac6a_report,3.0,47.8
resnet_50_145ac6a_report,3.1666666666666665,168.0
resnet_50_145ac6a_report,3.3333333333333335,25.3
resnet_50_145ac6a_report,3.5,99.2
resnet_50_145ac6a_report,3.6666666666666665,47.8
resnet_50_145ac6a_report,3.8333333333333335,25.3
resnet_50_145ac6a_report,4.0,25.3
resnet_50_145ac6a_report,4.166666666666667,38.1
resnet_50_145ac6a_report,4.333333333333333,25.2
resnet_50_145ac6a_report,4.5,25.2
resnet_50_145ac6a_report,4.666666666666667,25.1
resnet_50_145ac6a_report,4.833333333333333,26.0
resnet_50_145ac6a_report,5.0,25.2
resnet_50_145ac6a_report,5.166666666666667,25.7
resnet_50_145ac6a_report,5.333333333333333,25.6
resnet_50_145ac6a_report,5.5,25.2
resnet_50_145ac6a_report,5.666666666666667,25.6
resnet_50_145ac6a_report,5.833333333333333,25.1
resnet_50_145ac6a_report,6.0,25.7
resnet_50_145ac6a_report,6.166666666666667,25.1
resnet_50_145ac6a_report,6.333333333333333,25.2
resnet_50_145ac6a_report,6.5,51.6
resnet_50_145ac6a_report,6.666666666666667,25.1
resnet_50_145ac6a_report,6.833333333333333,25.3
resnet_50_145ac6a_report,7.0,25.7
resnet_50_145ac6a_report,7.166666666666667,25.3
resnet_50_145ac6a_report,7.333333333333333,25.3
resnet_50_145ac6a_report,7.5,25.1
resnet_50_145ac6a_report,7.666666666666667,25.2
resnet_50_145ac6a_report,7.833333333333333,27.0
resnet_50_145ac6a_report,8.0,26.2
resnet_50_145ac6a_report,8.166666666666666,25.2
resnet_50_145ac6a_report,8.333333333333334,25.2
resnet_50_145ac6a_report,8.5,25.7
