run,t_hours,rounds
resnet_50_145ac6a_report,0.0,42.0
resnet_50_145ac6a_report,0.16666666666666666,49.0
resnet_50_145ac6a_report,0.3333333333333333,45.0
resnet_50_145ac6a_report,0.5,40.0
resnet_50_145ac6a_report,0.6666666666666666,35.0
resnet_50_145ac6a_report,0.8333333333333334,40.0
resnet_50_145ac6a_report,1.0,45.0
resnet_50_145ac6a_report,1.1666666666666667,45.0
resnet_50_145ac6a_report,1.3333333333333333,46.0
resnet_50_145ac6a_report,1.5,46.0
resnet_50_145ac6a_report,1.6666666666666667,46.0
resnet_50_145ac6a_report,1.8333333333333333,46.0
resnet_50_145ac6a_report,2.0,45.0
resnet_50_145ac6a_report,2.1666666666666665,47.0
resnet_50_145ac6a_report,2.3333333333333335,65.0
resnet_50_145ac6a_report,2.5,72.0
resnet_50_145ac6a_report,2.6666666666666665,72.0
resnet_50_145ac6a_report,2.8333333333333335,71.0
resnet_50_145ac6a_report,3.0,72.0
resnet_50_145ac6a_report,3.1666666666666665,71.0
resnet_50_145ac6a_report,3.3333333333333335,52.0
resnet_50_145ac6a_report,3.5,46.0
resnet_50_145ac6a_report,3.6666666666666665,46.0
resnet_50_145ac6a_report,3.8333333333333335,61.0
resnet_50_145ac6a_report,4.0,78.0
resnet_50_145ac6a_report,4.166666666666667,88.0
resnet_50_145ac6a_report,4.333333333333333,88.0
resnet_50_145ac6a_report,4.5,88.0
resnet_50_145ac6a_report,4.666666666666667,87.0
resnet_50_145ac6a_report,4.833333333333333,72.0
resnet_50_145ac6a_report,5.0,66.0
resnet_50_145ac6a_report,5.166666666666667,72.0
resnet_50_145ac6a_report,5.333333333333333,90.0
resnet_50_145ac6a_report,5.5,94.0
resnet_50_145ac6a_report,5.666666666666667,94.0
resnet_50_145ac6a_report,5.833333333333333,96.0
resnet_50_145ac6a_report,6.0,101.0
resnet_50_145ac6a_report,6.166666666666667,103.0
resnet_50_145ac6a_report,6.333333333333333,102.0
resnet_50_145ac6a_report,6.5,97.0
resnet_50_145ac6a_report,6.666666666666667,99.0
resnet_50_145ac6a_report,6.833333333333333,109.0
resnet_50_145ac6a_report,7.0,109.0
resnet_50_145ac6a_report,7.166666666666667,104.0
resnet_50_145ac6a_report,7.333333333333333,102.0
resnet_50_145ac6a_report,7.5,103.0
resnet_50_145ac6a_report,7.666666666666667,111.0
resnet_50_145ac6a_report,7.833333333333333,115.0
resnet_50_145ac6a_report,8.0,112.0
resnet_50_145ac6a_report,8.166666666666666,113.0
resnet_50_145ac6a_report,8.333333333333334,105.0
resnet_50_145ac6a_report,8.5,118.0
resnet_50_145ac6a_report,8.666666666666666,123.0
resnet_50_145ac6a_report,8.833333333333334,121.0
resnet_50_145ac6a_report,9.0,121.0
resnet_50_145ac6a_report,9.166666666666666,108.0
resnet_50_145ac6a_report,9.333333333333334,113.0
resnet_50_145ac6a_report,9.5,112.0
resnet_50_145ac6a_report,9.666666666666666,109.0
resnet_50_145ac6a_report,9.833333333333334,108.0
resnet_50_145ac6a_report,10.0,100.0
resnet_50_145ac6a_report,10.166666666666666,114.0
resnet_50_145ac6a_report,10.333333333333334,118.0
resnet_50_145ac6a_report,10.5,121.0
resnet_50_145ac6a_report,10.666666666666666,125.0
resnet_50_145ac6a_report,10.833333333333334,128.0
resnet_50_145ac6a_report,11.0,138.0
resnet_50_145ac6a_report,11.166666666666666,137.0
resnet_50_145ac6a_report,11.333333333333334,134.0
resnet_50_145ac6a_report,11.5,132.0
resnet_50_145ac6a_report,11.666666666666666,131.0
resnet_50_145ac6a_report,11.833333333333334,129.0
resnet_50_145ac6a_report,12.0,126.0
resnet_50_145ac6a_report,12.166666666666666,122.0
resnet_50_145ac6a_report,12.333333333333334,123.0
resnet_50_145ac6a_report,12.5,122.0
resnet_50_145ac6a_report,12.666666666666666,121.0
resnet_50_145ac6a_report,12.833333333333334,122.0
resnet_50_145ac6a_report,13.0,124.0
resnet_50_145ac6a_report,13.166666666666666,128.0
resnet_50_145ac6a_report,13.333333333333334,129.0
resnet_50_145ac6a_report,13.5,129.0
resnet_50_145ac6a_report,13.666666666666666,130.0
resnet_50_145ac6a_report,13.833333333333334,129.0
resnet_50_145ac6a_report,14.0,128.0
resnet_50_145ac6a_report,14.166666666666666,127.0
resnet_50_145ac6a_report,14.333333333333334,127.0
resnet_50_145ac6a_report,14.5,128.0
resnet_50_145ac6a_report,14.666666666666666,128.0
resnet_50_145ac6a_report,14.833333333333334,129.0
resnet_50_145ac6a_report,15.0,130.0
resnet_50_145ac6a_report,15.166666666666666,131.0
resnet_50_145ac6a_report,15.333333333333334,131.0
resnet_50_145ac6a_report,15.5,132.0
resnet_50_145ac6a_report,15.666666666666666,131.0
resnet_50_145ac6a_report,15.833333333333334,131.0
resnet_50_145ac6a_report,16.0,131.0
resnet_50_145ac6a_report,16.166666666666668,130.0
resnet_50_145ac6a_report,16.333333333333332,129.0
resnet_50_145ac6a_report,16.5,129.0
resnet_50_145ac6a_report,16.666666666666668,130.0
resnet_50_145ac6a_report,16.833333333333332,130.0
resnet_50_145ac6a_report,17.0,130.0
resnet_50_145ac6a_report,17.166666666666668,130.0
resnet_50_145ac6a_report,17.333333333333332,130.0
resnet_50_145ac6a_report,17.5,130.0
resnet_50_145ac6a_report,17.666666666666668,130.0
resnet_50_145ac6a_report,17.833333333333332,129.0
resnet_50_145ac6a_report,18.0,129.0
resnet_50_145ac6a_report,18.166666666666668,130.0
resnet_50_145ac6a_report,18.333333333333332,131.0
resnet_50_145ac6a_report,18.5,131.0
resnet_50_145ac6a_report,18.666666666666668,131.0
resnet_50_145ac6a_report,18.833333333333332,132.0
resnet_50_145ac6a_report,19.0,131.0
resnet_50_145ac6a_report,19.166666666666668,130.0
resnet_50_145ac6a_report,19.333333333333332,129.0
resnet_50_145ac6a_report,19.5,128.0
resnet_50_145ac6a_report,19.666666666666668,128.0
resnet_50_145ac6a_report,19.833333333333332,127.0
resnet_50_145ac6a_report,20.0,128.0
resnet_50_145ac6a_report,20.166666666666668,128.0
resnet_50_145ac6a_report,20.333333333333332,130.0
resnet_50_145ac6a_report,20.5,132.0
resnet_50_145ac6a_report,20.666666666666668,132.0
resnet_50_145ac6a_report,20.833333333333332,134.0
resnet_50_145ac6a_report,21.0,134.0
resnet_50_145ac6a_report,21.166666666666668,136.0
resnet_50_145ac6a_report,21.333333333333332,135.0
resnet_50_145ac6a_report,21.5,134.0
resnet_50_145ac6a_report,21.666666666666668,134.0
resnet_50_145ac6a_report,21.833333333333332,133.0
resnet_50_145ac6a_report,22.0,133.0
resnet_50_145ac6a_report,22.166666666666668,132.0
resnet_50_145ac6a_report,22.333333333333332,132.0
resnet_50_145ac6a_report,22.5,132.0
resnet_50_145ac6a_report,22.666666666666668,131.0
resnet_50_145ac6a_report,22.833333333333332,131.0
resnet_50_145ac6a_report,23.0,132.0
resnet_50_145ac6a_report,23.166666666666668,132.0
resnet_50_145ac6a_report,23.333333333333332,133.0
resnet_50_145ac6a_report,23.5,133.0
resnet_50_145ac6a_report,23.666666666666668,134.0
resnet_50_145ac6a_report,23.833333333333332,134.0
resnet_50_145ac6a_report,24.0,133.0
resnet_50_145ac6a_report,24.166666666666668,133.0
resnet_50_145ac6a_report,24.333333333333332,132.0
resnet_50_145ac6a_report,24.5,132.0
resnet_50_145ac6a_report,24.666666666666668,132.0
resnet_50_145ac6a_report,24.833333333333332,133.0
resnet_50_145ac6a_report,25.0,133.0
resnet_50_145ac6a_report,25.166666666666668,133.0
resnet_50_145ac6a_report,25.333333333333332,133.0
resnet_50_145ac6a_report,25.5,134.0
resnet_50_145ac6a_report,25.666666666666668,134.0
resnet_50_145ac6a_report,25.833333333333332,133.0
resnet_50_145ac6a_report,26.0,134.0
resnet_50_145ac6a_report,26.166666666666668,134.0
resnet_50_145ac6a_report,26.333333333333332,135.0
resnet_50_145ac6a_report,26.5,134.0
resnet_50_145ac6a_report,26.666666666666668,135.0
resnet_50_145ac6a_report,26.833333333333332,135.0
resnet_50_145ac6a_report,27.0,134.0
resnet_50_145ac6a_report,27.166666666666668,134.0
resnet_50_145ac6a_report,27.333333333333332,134.0
resnet_50_145ac6a_report,27.5,134.0
resnet_50_145ac6a_report,27.666666666666668,134.0
resnet_50_145ac6a_report,27.833333333333332,135.0
resnet_50_145ac6a_report,28.0,135.0
resnet_50_145ac6a_report,28.166666666666668,135.0
resnet_50_145ac6a_report,28.333333333333332,135.0
resnet_50_145ac6a_report,28.5,135.0
resnet_50_145ac6a_report,28.666666666666668,134.0
resnet_50_145ac6a_report,28.833333333333332,134.0
resnet_50_145ac6a_report,29.0,135.0
resnet_50_145ac6a_report,29.166666666666668,136.0
resnet_50_145ac6a_report,29.333333333333332,135.0
resnet_50_145ac6a_report,29.5,135.0
resnet_50_145ac6a_report,29.666666666666668,135.0
resnet_50_145ac6a_report,29.833333333333332,134.0
resnet_50_145ac6a_report,30.0,134.0
resnet_50_145ac6a_report,30.166666666666668,133.0
resnet_50_145ac6a_report,30.333333333333332,133.0
resnet_50_145ac6a_report,30.5,132.0
resnet_50_145ac6a_report,30.666666666666668,132.0
resnet_50_145ac6a_report,30.833333333333332,132.0
resnet_50_145ac6a_report,31.0,131.0
resnet_50_145ac6a_report,31.166666666666668,131.0
resnet_50_145ac6a_report,31.333333333333332,130.0
resnet_50_145ac6a_report,31.5,131.0
resnet_50_145ac6a_report,31.666666666666668,130.0
resnet_50_145ac6a_report,31.833333333333332,130.0
resnet_50_145ac6a_report,32.0,129.0
resnet_50_145ac6a_report,32.166666666666664,129.0
resnet_50_145ac6a_report,32.333333333333336,130.0
resnet_50_145ac6a_report,32.5,129.0
resnet_50_145ac6a_report,32.666666666666664,130.0
resnet_50_145ac6a_report,32.833333333333336,129.0
resnet_50_145ac6a_report,33.0,130.0
resnet_50_145ac6a_report,33.166666666666664,129.0
resnet_50_145ac6a_report,33.333333333333336,128.0
resnet_50_145ac6a_report,33.5,129.0
resnet_50_145ac6a_report,33.666666666666664,128.0
resnet_50_145ac6a_report,33.833333333333336,128.0
resnet_50_145ac6a_report,34.0,127.0
resnet_50_145ac6a_report,34.166666666666664,127.0
resnet_50_145ac6a_report,34.333333333333336,127.0
resnet_50_145ac6a_report,34.5,126.0
resnet_50_145ac6a_report,34.666666666666664,126.0
resnet_50_145ac6a_report,34.833333333333336,127.0
resnet_50_145ac6a_report,35.0,127.0
resnet_50_145ac6a_report,35.166666666666664,128.0
resnet_50_145ac6a_report,35.333333333333336,127.0
resnet_50_145ac6a_report,35.5,128.0
resnet_50_145ac6a_report,35.666666666666664,128.0
resnet_50_145ac6a_report,35.833333333333336,128.0
resnet_50_145ac6a_report,36.0,128.0
resnet_50_145ac6a_report,36.166666666666664,128.0
resnet_50_145ac6a_report,36.333333333333336,129.0
resnet_50_145ac6a_report,36.5,128.0
resnet_50_145ac6a_report,36.666666666666664,129.0
resnet_50_145ac6a_report,36.833333333333336,128.0
resnet_50_145ac6a_report,37.0,129.0
resnet_50_145ac6a_report,37.166666666666664,128.0
resnet_50_145ac6a_report,37.333333333333336,129.0
resnet_50_145ac6a_report,37.5,129.0
resnet_50_145ac6a_report,37.666666666666664,128.0
resnet_50_145ac6a_report,37.833333333333336,129.0
resnet_50_145ac6a_report,38.0,128.0
resnet_50_145ac6a_report,38.166666666666664,129.0
resnet_50_145ac6a_report,38.333333333333336,129.0
resnet_50_145ac6a_report,38.5,129.0
resnet_50_145ac6a_report,38.666666666666664,130.0
resnet_50_145ac6a_report,38.833333333333336,129.0
resnet_50_145ac6a_report,39.0,130.0
resnet_50_145ac6a_report,39.166666666666664,129.0
resnet_50_145ac6a_report,39.333333333333336,128.0
resnet_50_145ac6a_report,39.5,129.0
resnet_50_145ac6a_report,39.666666666666664,129.0
resnet_50_145ac6a_report,39.833333333333336,129.0
resnet_50_145ac6a_report,40.0,128.0
resnet_50_145ac6a_report,40.166666666666664,128.0
resnet_50_145ac6a_report,40.333333333333336,128.0
resnet_50_145ac6a_report,40.5,127.0
resnet_50_145ac6a_report,40.666666666666664,126.0
resnet_50_145ac6a_report,40.833333333333336,126.0
resnet_50_145ac6a_report,41.0,126.0
resnet_50_145ac6a_report,41.166666666666664,126.0
resnet_50_145ac6a_report,41.333333333333336,126.0
resnet_50_145ac6a_report,41.5,126.0
resnet_50_145ac6a_report,41.666666666666664,127.0
resnet_50_145ac6a_report,41.833333333333336,127.0
resnet_50_145ac6a_report,42.0,127.0
resnet_50_145ac6a_report,42.166666666666664,127.0
resnet_50_145ac6a_report,42.333333333333336,127.0
resnet_50_145ac6a_report,42.5,127.0
resnet_50_145ac6a_report,42.666666666666664,126.0
resnet_50_145ac6a_report,42.833333333333336,127.0
resnet_50_145ac6a_report,43.0,127.0
resnet_50_145ac6a_report,43.166666666666664,128.0
resnet_50_145ac6a_report,43.333333333333336,129.0
resnet_50_145ac6a_report,43.5,130.0
resnet_50_145ac6a_report,43.666666666666664,131.0
resnet_50_145ac6a_report,43.833333333333336,130.0
resnet_50_145ac6a_report,44.0,131.0
resnet_50_145ac6a_report,44.166666666666664,130.0
resnet_50_145ac6a_report,44.333333333333336,130.0
resnet_50_145ac6a_report,44.5,130.0
resnet_50_145ac6a_report,44.666666666666664,129.0
resnet_50_145ac6a_report,44.833333333333336,130.0
resnet_50_145ac6a_report,45.0,130.0
resnet_50_145ac6a_report,45.166666666666664,130.0
resnet_50_145ac6a_report,45.333333333333336,130.0
resnet_50_145ac6a_report,45.5,129.0
resnet_50_145ac6a_report,45.666666666666664,128.0
resnet_50_145ac6a_report,45.833333333333336,128.0
resnet_50_145ac6a_report,46.0,127.0
resnet_50_145ac6a_report,46.166666666666664,127.0
resnet_50_145ac6a_report,46.333333333333336,127.0
resnet_50_145ac6a_report,46.5,128.0
resnet_50_145ac6a_report,46.666666666666664,130.0
resnet_50_145ac6a_report,46.833333333333336,130.0
resnet_50_145ac6a_report,47.0,131.0
resnet_50_145ac6a_report,47.166666666666664,132.0
resnet_50_145ac6a_report,47.333333333333336,132.0
resnet_50_145ac6a_report,47.5,131.0
resnet_50_145ac6a_report,47.666666666666664,131.0
resnet_50_145ac6a_report,47.833333333333336,130.0
resnet_50_145ac6a_report,48.0,130.0
resnet_50_145ac6a_report,48.166666666666664,130.0
resnet_50_145ac6a_report,48.333333333333336,130.0
resnet_50_145ac6a_report,48.5,132.0
resnet_50_145ac6a_report,48.666666666666664,131.0
resnet_50_145ac6a_report,48.833333333333336,132.0
resnet_50_145ac6a_report,49.0,132.0
resnet_50_145ac6a_report,49.166666666666664,132.0
resnet_50_145ac6a_report,49.333333333333336,133.0
resnet_50_145ac6a_report,49.5,132.0
resnet_50_145ac6a_report,49.666666666666664,133.0
resnet_50_145ac6a_report,49.833333333333336,133.0
resnet_50_145ac6a_report,50.0,133.0
resnet_50_145ac6a_report,50.166666666666664,133.0
