run,t_hours,in_mb,out_mb,sum_mb
resnet-50_result_report,0.0,0.0,0.0,0.0
resnet-50_result_report,0.03333333333333333,0.0,0.0,0.0
resnet-50_result_report,0.06666666666666667,0.0,0.0,0.0
resnet-50_result_report,0.1,0.0,0.0,0.0
resnet-50_result_report,0.13333333333333333,0.0,0.0,0.0
resnet-50_result_report,0.16666666666666666,0.0,0.0,0.0
resnet-50_result_report,0.2,0.0,0.0,0.0
resnet-50_result_report,0.23333333333333334,0.0,0.0,0.0
resnet-50_result_report,0.26666666666666666,10485.759999999776,0.0,0.0
resnet-50_result_report,0.3,31457.28000000026,0.0,104857.59999999963
resnet-50_result_report,0.3333333333333333,52428.799999999814,0.0,104857.59999999963
resnet-50_result_report,0.36666666666666664,73400.3200000003,0.0,104857.59999999963
resnet-50_result_report,0.4,83886.08000000007,0.0,104857.59999999963
resnet-50_result_report,0.43333333333333335,104857.59999999963,0.0,104857.59999999963
resnet-50_result_report,0.4666666666666667,125829.12000000011,10485.759999999776,104857.59999999963
resnet-50_result_report,0.5,146800.63999999966,10485.759999999776,209715.19999999925
resnet-50_result_report,0.5333333333333333,157286.40000000037,10485.759999999776,209715.19999999925
resnet-50_result_report,0.5666666666666667,178257.91999999993,10485.759999999776,209715.19999999925
resnet-50_result_report,0.6,188743.6799999997,10485.759999999776,209715.19999999925
resnet-50_result_report,0.6333333333333333,209715.2000000002,10485.759999999776,209715.19999999925
resnet-50_result_report,0.6666666666666666,230686.71999999974,10485.759999999776,314572.80000000075
resnet-50_result_report,0.7,241172.47999999952,20971.519999999553,314572.80000000075
resnet-50_result_report,0.7333333333333333,262144.0,20971.519999999553,314572.80000000075
resnet-50_result_report,0.7666666666666667,283115.51999999955,20971.519999999553,314572.80000000075
resnet-50_result_report,0.8,304087.04000000004,20971.519999999553,314572.80000000075
resnet-50_result_report,0.8333333333333334,314572.7999999998,20971.519999999553,314572.80000000075
resnet-50_result_report,0.8666666666666667,335544.3200000003,20971.519999999553,419430.4000000004
resnet-50_result_report,0.9,356515.83999999985,20971.519999999553,419430.4000000004
resnet-50_result_report,0.9333333333333333,367001.5999999996,31457.27999999933,419430.4000000004
resnet-50_result_report,0.9666666666666667,377487.36000000034,31457.27999999933,419430.4000000004
resnet-50_result_report,1.0,387973.1200000001,31457.27999999933,419430.4000000004
resnet-50_result_report,1.0333333333333334,387973.1200000001,31457.27999999933,419430.4000000004
resnet-50_result_report,1.0666666666666667,387973.1200000001,41943.04000000004,419430.4000000004
resnet-50_result_report,1.1,398458.8799999999,41943.04000000004,419430.4000000004
resnet-50_result_report,1.1333333333333333,398458.8799999999,41943.04000000004,419430.4000000004
resnet-50_result_report,1.1666666666666667,398458.8799999999,41943.04000000004,419430.4000000004
resnet-50_result_report,1.2,398458.8799999999,41943.04000000004,419430.4000000004
resnet-50_result_report,1.2333333333333334,408944.63999999966,41943.04000000004,524288.0
resnet-50_result_report,1.2666666666666666,408944.63999999966,41943.04000000004,524288.0
resnet-50_result_report,1.3,408944.63999999966,52428.799999999814,524288.0
resnet-50_result_report,1.3333333333333333,419430.4000000004,52428.799999999814,524288.0
resnet-50_result_report,1.3666666666666667,429916.16000000015,52428.799999999814,524288.0
resnet-50_result_report,1.4,429916.16000000015,52428.799999999814,524288.0
resnet-50_result_report,1.4333333333333333,440401.9199999999,52428.799999999814,524288.0
resnet-50_result_report,1.4666666666666666,450887.6799999997,52428.799999999814,524288.0
resnet-50_result_report,1.5,450887.6799999997,52428.799999999814,524288.0
resnet-50_result_report,1.5333333333333334,461373.4399999995,52428.799999999814,524288.0
resnet-50_result_report,1.5666666666666667,461373.4399999995,62914.55999999959,524288.0
resnet-50_result_report,1.6,471859.2000000002,62914.55999999959,524288.0
resnet-50_result_report,1.6333333333333333,471859.2000000002,62914.55999999959,524288.0
resnet-50_result_report,1.6666666666666667,471859.2000000002,73400.31999999937,524288.0
resnet-50_result_report,1.7,482344.95999999996,73400.31999999937,524288.0
resnet-50_result_report,1.7333333333333334,482344.95999999996,73400.31999999937,629145.5999999996
resnet-50_result_report,1.7666666666666666,482344.95999999996,83886.07999999914,629145.5999999996
resnet-50_result_report,1.8,492830.71999999974,83886.07999999914,629145.5999999996
resnet-50_result_report,1.8333333333333333,492830.71999999974,83886.07999999914,629145.5999999996
resnet-50_result_report,1.8666666666666667,492830.71999999974,83886.07999999914,629145.5999999996
resnet-50_result_report,1.9,503316.4799999995,83886.07999999914,629145.5999999996
resnet-50_result_report,1.9333333333333333,503316.4799999995,83886.07999999914,629145.5999999996
