run,t_hours,speed_mbps
resnet-50_result_report,0.0,0.006770000000000001
resnet-50_result_report,0.08333333333333333,0.00675
resnet-50_result_report,0.16666666666666666,0.0067599999999999995
resnet-50_result_report,0.25,269.81
resnet-50_result_report,0.3333333333333333,1154.1
resnet-50_result_report,0.4166666666666667,1265.3
resnet-50_result_report,0.5,1266.3
resnet-50_result_report,0.5833333333333334,1145.0
resnet-50_result_report,0.6666666666666666,1193.3
resnet-50_result_report,0.75,1304.1
resnet-50_result_report,0.8333333333333334,1226.5
resnet-50_result_report,0.9166666666666666,1258.4
resnet-50_result_report,1.0,597.0
resnet-50_result_report,1.0833333333333333,475.8
resnet-50_result_report,1.1666666666666667,249.2
resnet-50_result_report,1.25,256.0
resnet-50_result_report,1.3333333333333333,372.3
resnet-50_result_report,1.4166666666666667,526.5
resnet-50_result_report,1.5,473.5
resnet-50_result_report,1.5833333333333333,510.3
resnet-50_result_report,1.6666666666666667,508.40000000000003
resnet-50_result_report,1.75,440.20000000000005
resnet-50_result_report,1.8333333333333333,228.3
resnet-50_result_report,1.9166666666666667,440.4
resnet-50_result_report,2.0,475.1
resnet-50_result_report,2.0833333333333335,528.5
resnet-50_result_report,2.1666666666666665,439.5
resnet-50_result_report,2.25,305.5
resnet-50_result_report,2.3333333333333335,425.6
resnet-50_result_report,2.4166666666666665,523.8000000000001
resnet-50_result_report,2.5,534.3
resnet-50_result_report,2.5833333333333335,249.7
resnet-50_result_report,2.6666666666666665,423.9
resnet-50_result_report,2.75,539.3000000000001
resnet-50_result_report,2.8333333333333335,408.0
resnet-50_result_report,2.9166666666666665,184.39999999999998
resnet-50_result_report,3.0,256.9
resnet-50_result_report,3.0833333333333335,453.20000000000005
resnet-50_result_report,3.1666666666666665,544.0
resnet-50_result_report,3.25,399.6
resnet-50_result_report,3.3333333333333335,255.79999999999998
resnet-50_result_report,3.4166666666666665,492.7
resnet-50_result_report,3.5,427.6
resnet-50_result_report,3.5833333333333335,16.43
resnet-50_result_report,3.6666666666666665,47.74
resnet-50_result_report,3.75,16.43
resnet-50_result_report,3.8333333333333335,10.950000000000001
resnet-50_result_report,3.9166666666666665,16.43
resnet-50_result_report,4.0,10.950000000000001
resnet-50_result_report,4.083333333333333,10.950000000000001
resnet-50_result_report,4.166666666666667,16.43
resnet-50_result_report,4.25,10.950000000000001
resnet-50_result_report,4.333333333333333,16.43
resnet-50_result_report,4.416666666666667,10.950000000000001
resnet-50_result_report,4.5,10.950000000000001
resnet-50_result_report,4.583333333333333,588.0
resnet-50_result_report,4.666666666666667,290.0
resnet-50_result_report,4.75,278.4
resnet-50_result_report,4.833333333333333,671.0
resnet-50_result_report,4.916666666666667,825.6
resnet-50_result_report,5.0,425.0
resnet-50_result_report,5.083333333333333,278.4
resnet-50_result_report,5.166666666666667,268.0
resnet-50_result_report,5.25,353.2
resnet-50_result_report,5.333333333333333,284.1
resnet-50_result_report,5.416666666666667,295.6
resnet-50_result_report,5.5,284.2
resnet-50_result_report,5.583333333333333,290.5
resnet-50_result_report,5.666666666666667,290.0
resnet-50_result_report,5.75,284.2
resnet-50_result_report,5.833333333333333,316.1
resnet-50_result_report,5.916666666666667,217.39999999999998
resnet-50_result_report,6.0,371.0
resnet-50_result_report,6.083333333333333,452.20000000000005
resnet-50_result_report,6.166666666666667,349.0
resnet-50_result_report,6.25,510.4
resnet-50_result_report,6.333333333333333,375.6
resnet-50_result_report,6.416666666666667,175.6
resnet-50_result_report,6.5,205.0
resnet-50_result_report,6.583333333333333,269.6
resnet-50_result_report,6.666666666666667,263.0
resnet-50_result_report,6.75,323.20000000000005
resnet-50_result_report,6.833333333333333,453.5
resnet-50_result_report,6.916666666666667,416.2
resnet-50_result_report,7.0,473.50000000000006
resnet-50_result_report,7.083333333333333,357.3
resnet-50_result_report,7.166666666666667,174.39999999999998
resnet-50_result_report,7.25,216.6
resnet-50_result_report,7.333333333333333,199.8
