run,t_hours,in_mb,out_mb,sum_mb
resnet-101_result_report,0.0,0.0,0.0,0.0
resnet-101_result_report,0.08333333333333333,43724.799999999996,5632.0,49356.8
resnet-101_result_report,0.16666666666666666,89702.4,12001.279999999999,101683.2
resnet-101_result_report,0.25,133734.4,17428.48,150835.2
resnet-101_result_report,0.3333333333333333,176742.4,23162.879999999997,199987.2
resnet-101_result_report,0.4166666666666667,219750.4,28692.48,248115.2
resnet-101_result_report,0.5,260710.4,34017.28,294195.2
resnet-101_result_report,0.5833333333333334,302694.4,39649.28,342323.2
resnet-101_result_report,0.6666666666666666,347750.4,45486.08,393523.2
resnet-101_result_report,0.75,374374.4,53268.479999999996,427315.2
resnet-101_result_report,0.8333333333333334,385638.4,64737.28,450867.2
resnet-101_result_report,0.9166666666666666,395878.4,72417.28,468275.2
resnet-101_result_report,1.0,405094.4,77332.48,482611.2
resnet-101_result_report,1.0833333333333333,414310.4,82554.88,496947.2
resnet-101_result_report,1.1666666666666667,422502.4,86753.28,509235.2
resnet-101_result_report,1.25,432742.4,91770.88,524595.2
resnet-101_result_report,1.3333333333333333,448102.4,94945.28,543027.2
resnet-101_result_report,1.4166666666666667,466534.4,102113.28,568627.2
resnet-101_result_report,1.5,477798.4,113377.28,591155.2
resnet-101_result_report,1.5833333333333333,489062.4,124641.28,614707.2
resnet-101_result_report,1.6666666666666667,501350.4,136929.28,638259.2
resnet-101_result_report,1.75,511590.4,143073.28,654643.2
resnet-101_result_report,1.8333333333333333,517734.4,146145.28,663859.2
resnet-101_result_report,1.9166666666666667,528998.4,153313.28,682291.2
resnet-101_result_report,2.0,541286.4,165601.28,706867.2
resnet-101_result_report,2.0833333333333335,552550.4,176865.28,730419.2
resnet-101_result_report,2.1666666666666665,563814.4,186081.28,749875.2
resnet-101_result_report,2.25,569958.4,188129.28,758067.2
resnet-101_result_report,2.3333333333333335,578150.4,192225.28,770355.2
resnet-101_result_report,2.4166666666666665,586342.4,196321.28,781619.2
resnet-101_result_report,2.5,600678.4,202465.28,804147.2
resnet-101_result_report,2.5833333333333335,612966.4,214753.28,828723.2
resnet-101_result_report,2.6666666666666665,625254.4,227041.28,852275.2
