run,t_hours,loss
resnet_50_145ac6a_report,0.0,18.8
resnet_50_145ac6a_report,0.16666666666666666,10.5
resnet_50_145ac6a_report,0.3333333333333333,9.02
resnet_50_145ac6a_report,0.5,8.37
resnet_50_145ac6a_report,0.6666666666666666,7.95
resnet_50_145ac6a_report,0.8333333333333334,7.73
resnet_50_145ac6a_report,1.0,7.57
resnet_50_145ac6a_report,1.1666666666666667,7.43
resnet_50_145ac6a_report,1.3333333333333333,7.33
resnet_50_145ac6a_report,1.5,7.24
resnet_50_145ac6a_report,1.6666666666666667,7.15
resnet_50_145ac6a_report,1.8333333333333333,7.08
resnet_50_145ac6a_report,2.0,7.02
resnet_50_145ac6a_report,2.1666666666666665,6.86
resnet_50_145ac6a_report,2.3333333333333335,6.78
resnet_50_145ac6a_report,2.5,6.74
resnet_50_145ac6a_report,2.6666666666666665,6.71
resnet_50_145ac6a_report,2.8333333333333335,6.66
resnet_50_145ac6a_report,3.0,6.64
resnet_50_145ac6a_report,3.1666666666666665,6.61
resnet_50_145ac6a_report,3.3333333333333335,6.58
resnet_50_145ac6a_report,3.5,6.55
resnet_50_145ac6a_report,3.6666666666666665,6.47
resnet_50_145ac6a_report,3.8333333333333335,6.39
resnet_50_145ac6a_report,4.0,6.34
resnet_50_145ac6a_report,4.166666666666667,6.32
resnet_50_145ac6a_report,4.333333333333333,6.29
resnet_50_145ac6a_report,4.5,6.27
resnet_50_145ac6a_report,4.666666666666667,6.26
resnet_50_145ac6a_report,4.833333333333333,6.21
resnet_50_145ac6a_report,5.0,6.16
resnet_50_145ac6a_report,5.166666666666667,6.1
resnet_50_145ac6a_report,5.333333333333333,6.07
resnet_50_145ac6a_report,5.5,6.05
resnet_50_145ac6a_report,5.666666666666667,6.03
resnet_50_145ac6a_report,5.833333333333333,5.98
resnet_50_145ac6a_report,6.0,5.93
resnet_50_145ac6a_report,6.166666666666667,5.89
resnet_50_145ac6a_report,6.333333333333333,5.87
resnet_50_145ac6a_report,6.5,5.86
resnet_50_145ac6a_report,6.666666666666667,5.83
resnet_50_145ac6a_report,6.833333333333333,5.79
resnet_50_145ac6a_report,7.0,5.75
resnet_50_145ac6a_report,7.166666666666667,5.71
resnet_50_145ac6a_report,7.333333333333333,5.7
resnet_50_145ac6a_report,7.5,5.67
resnet_50_145ac6a_report,7.666666666666667,5.64
resnet_50_145ac6a_report,7.833333333333333,5.6
resnet_50_145ac6a_report,8.0,5.57
resnet_50_145ac6a_report,8.166666666666666,5.55
resnet_50_145ac6a_report,8.333333333333334,5.52
resnet_50_145ac6a_report,8.5,5.49
resnet_50_145ac6a_report,8.666666666666666,5.46
resnet_50_145ac6a_report,8.833333333333334,5.43
resnet_50_145ac6a_report,9.0,5.42
resnet_50_145ac6a_report,9.166666666666666,5.39
resnet_50_145ac6a_report,9.333333333333334,5.37
resnet_50_145ac6a_report,9.5,5.34
resnet_50_145ac6a_report,9.666666666666666,5.32
resnet_50_145ac6a_report,9.833333333333334,5.3
resnet_50_145ac6a_report,10.0,5.28
resnet_50_145ac6a_report,10.166666666666666,5.25
resnet_50_145ac6a_report,10.333333333333334,5.22
resnet_50_145ac6a_report,10.5,5.19
resnet_50_145ac6a_report,10.666666666666666,5.16
resnet_50_145ac6a_report,10.833333333333334,5.14
resnet_50_145ac6a_report,11.0,5.11
resnet_50_145ac6a_report,11.166666666666666,5.1
resnet_50_145ac6a_report,11.333333333333334,5.1
resnet_50_145ac6a_report,11.5,5.1
resnet_50_145ac6a_report,11.666666666666666,5.1
resnet_50_145ac6a_report,11.833333333333334,5.1
resnet_50_145ac6a_report,12.0,5.1
resnet_50_145ac6a_report,12.166666666666666,5.1
resnet_50_145ac6a_report,12.333333333333334,5.1
resnet_50_145ac6a_report,12.5,5.1
resnet_50_145ac6a_report,12.666666666666666,5.1
resnet_50_145ac6a_report,12.833333333333334,5.1
resnet_50_145ac6a_report,13.0,5.1
resnet_50_145ac6a_report,13.166666666666666,5.1
resnet_50_145ac6a_report,13.333333333333334,5.1
resnet_50_145ac6a_report,13.5,5.1
resnet_50_145ac6a_report,13.666666666666666,5.1
resnet_50_145ac6a_report,13.833333333333334,5.1
resnet_50_145ac6a_report,14.0,5.1
resnet_50_145ac6a_report,14.166666666666666,5.1
resnet_50_145ac6a_report,14.333333333333334,5.1
resnet_50_145ac6a_report,14.5,5.1
resnet_50_145ac6a_report,14.666666666666666,5.1
resnet_50_145ac6a_report,14.833333333333334,5.1
resnet_50_145ac6a_report,15.0,5.1
resnet_50_145ac6a_report,15.166666666666666,5.1
resnet_50_145ac6a_report,15.333333333333334,5.1
resnet_50_145ac6a_report,15.5,5.1
resnet_50_145ac6a_report,15.666666666666666,5.1
resnet_50_145ac6a_report,15.833333333333334,5.1
resnet_50_145ac6a_report,16.0,5.1
resnet_50_145ac6a_report,16.166666666666668,5.1
resnet_50_145ac6a_report,16.333333333333332,5.1
resnet_50_145ac6a_report,16.5,5.1
resnet_50_145ac6a_report,16.666666666666668,5.1
resnet_50_145ac6a_report,16.833333333333332,5.1
resnet_50_145ac6a_report,17.0,5.1
resnet_50_145ac6a_report,17.166666666666668,5.1
resnet_50_145ac6a_report,17.333333333333332,5.1
resnet_50_145ac6a_report,17.5,5.1
resnet_50_145ac6a_report,17.666666666666668,5.1
resnet_50_145ac6a_report,17.833333333333332,5.1
resnet_50_145ac6a_report,18.0,5.1
resnet_50_145ac6a_report,18.166666666666668,5.1
resnet_50_145ac6a_report,18.333333333333332,5.1
resnet_50_145ac6a_report,18.5,5.1
resnet_50_145ac6a_report,18.666666666666668,5.1
resnet_50_145ac6a_report,18.833333333333332,5.1
resnet_50_145ac6a_report,19.0,5.1
resnet_50_145ac6a_report,19.166666666666668,5.1
resnet_50_145ac6a_report,19.333333333333332,5.1
resnet_50_145ac6a_report,19.5,5.1
resnet_50_145ac6a_report,19.666666666666668,5.1
resnet_50_145ac6a_report,19.833333333333332,5.1
resnet_50_145ac6a_report,20.0,5.1
resnet_50_145ac6a_report,20.166666666666668,5.1
resnet_50_145ac6a_report,20.333333333333332,5.1
resnet_50_145ac6a_report,20.5,5.1
resnet_50_145ac6a_report,20.666666666666668,5.1
resnet_50_145ac6a_report,20.833333333333332,5.1
resnet_50_145ac6a_report,21.0,5.1
resnet_50_145ac6a_report,21.166666666666668,5.1
resnet_50_145ac6a_report,21.333333333333332,5.1
resnet_50_145ac6a_report,21.5,5.1
resnet_50_145ac6a_report,21.666666666666668,5.1
resnet_50_145ac6a_report,21.833333333333332,5.1
resnet_50_145ac6a_report,22.0,5.1
resnet_50_145ac6a_report,22.166666666666668,5.1
resnet_50_145ac6a_report,22.333333333333332,5.1
resnet_50_145ac6a_report,22.5,5.1
resnet_50_145ac6a_report,22.666666666666668,5.1
resnet_50_145ac6a_report,22.833333333333332,5.1
resnet_50_145ac6a_report,23.0,5.1
resnet_50_145ac6a_report,23.166666666666668,5.1
resnet_50_145ac6a_report,23.333333333333332,5.1
resnet_50_145ac6a_report,23.5,5.1
resnet_50_145ac6a_report,23.666666666666668,5.1
resnet_50_145ac6a_report,23.833333333333332,5.1
