run,t_hours,loss
resnet-50_woker_offline_report,0.0,5.876666666666668
resnet-50_woker_offline_report,0.016666666666666666,5.9433333333333325
resnet-50_woker_offline_report,0.03333333333333333,5.93
resnet-50_woker_offline_report,0.05,5.8066666666666675
resnet-50_woker_offline_report,0.06666666666666667,5.993333333333333
resnet-50_woker_offline_report,0.08333333333333333,5.996666666666667
resnet-50_woker_offline_report,0.1,6.016666666666666
resnet-50_woker_offline_report,0.11666666666666667,5.796666666666667
resnet-50_woker_offline_report,0.13333333333333333,5.953333333333333
resnet-50_woker_offline_report,0.15,5.81
resnet-50_woker_offline_report,0.16666666666666666,5.786666666666666
resnet-50_woker_offline_report,0.18333333333333332,5.78
resnet-50_woker_offline_report,0.2,5.953333333333333
resnet-50_woker_offline_report,0.21666666666666667,5.753333333333334
resnet-50_woker_offline_report,0.23333333333333334,5.75
resnet-50_woker_offline_report,0.25,5.933333333333333
resnet-50_woker_offline_report,0.26666666666666666,5.836666666666666
resnet-50_woker_offline_report,0.2833333333333333,5.760000000000001
resnet-50_woker_offline_report,0.3,5.733333333333333
resnet-50_woker_offline_report,0.31666666666666665,5.6933333333333325
resnet-50_woker_offline_report,0.3333333333333333,5.5
resnet-50_woker_offline_report,0.35,5.603333333333333
resnet-50_woker_offline_report,0.36666666666666664,5.613333333333333
resnet-50_woker_offline_report,0.38333333333333336,5.580000000000001
resnet-50_woker_offline_report,0.4,5.506666666666667
resnet-50_woker_offline_report,0.4166666666666667,5.483333333333333
resnet-50_woker_offline_report,0.43333333333333335,5.46
resnet-50_woker_offline_report,0.45,5.289999999999999
resnet-50_woker_offline_report,0.4666666666666667,5.44
resnet-50_woker_offline_report,0.48333333333333334,5.426666666666667
resnet-50_woker_offline_report,0.5,5.463333333333334
resnet-50_woker_offline_report,0.5166666666666667,5.52
resnet-50_woker_offline_report,0.5333333333333333,5.413333333333334
resnet-50_woker_offline_report,0.55,5.4433333333333325
resnet-50_woker_offline_report,0.5666666666666667,5.366666666666667
resnet-50_woker_offline_report,0.5833333333333334,5.443333333333334
resnet-50_woker_offline_report,0.6,5.346666666666667
resnet-50_woker_offline_report,0.6166666666666667,5.326666666666667
resnet-50_woker_offline_report,0.6333333333333333,5.3500000000000005
resnet-50_woker_offline_report,0.65,5.36
resnet-50_woker_offline_report,0.6666666666666666,5.38
resnet-50_woker_offline_report,0.6833333333333333,5.246666666666666
resnet-50_woker_offline_report,0.7,5.323333333333333
resnet-50_woker_offline_report,0.7166666666666667,5.153333333333333
resnet-50_woker_offline_report,0.7333333333333333,5.196666666666666
resnet-50_woker_offline_report,0.75,5.0
resnet-50_woker_offline_report,0.7666666666666667,4.933333333333333
resnet-50_woker_offline_report,0.7833333333333333,5.046666666666667
resnet-50_woker_offline_report,0.8,5.010000000000001
resnet-50_woker_offline_report,0.8166666666666667,4.863333333333333
resnet-50_woker_offline_report,0.8333333333333334,5.1499999999999995
resnet-50_woker_offline_report,0.85,5.146666666666666
resnet-50_woker_offline_report,0.8666666666666667,5.006666666666667
resnet-50_woker_offline_report,0.8833333333333333,4.993333333333333
resnet-50_woker_offline_report,0.9,4.753333333333334
resnet-50_woker_offline_report,0.9166666666666666,4.6866666666666665
resnet-50_woker_offline_report,0.9333333333333333,5.146666666666667
resnet-50_woker_offline_report,0.95,5.1433333333333335
resnet-50_woker_offline_report,0.9666666666666667,4.94
resnet-50_woker_offline_report,0.9833333333333333,4.716666666666668
resnet-50_woker_offline_report,1.0,4.906666666666666
resnet-50_woker_offline_report,1.0166666666666666,4.846666666666667
resnet-50_woker_offline_report,1.0333333333333334,4.84
resnet-50_woker_offline_report,1.05,5.016666666666667
resnet-50_woker_offline_report,1.0666666666666667,4.873333333333334
resnet-50_woker_offline_report,1.0833333333333333,4.91
resnet-50_woker_offline_report,1.1,4.776666666666666
resnet-50_woker_offline_report,1.1166666666666667,4.806666666666666
resnet-50_woker_offline_report,1.1333333333333333,4.593333333333333
resnet-50_woker_offline_report,1.15,4.746666666666667
resnet-50_woker_offline_report,1.1666666666666667,4.676666666666667
resnet-50_woker_offline_report,1.1833333333333333,4.796666666666667
resnet-50_woker_offline_report,1.2,4.736666666666666
resnet-50_woker_offline_report,1.2166666666666666,4.983333333333333
resnet-50_woker_offline_report,1.2333333333333334,4.596666666666667
resnet-50_woker_offline_report,1.25,4.743333333333333
resnet-50_woker_offline_report,1.2666666666666666,4.52
resnet-50_woker_offline_report,1.2833333333333334,4.506666666666667
resnet-50_woker_offline_report,1.3,4.333333333333333
resnet-50_woker_offline_report,1.3166666666666667,4.693333333333334
resnet-50_woker_offline_report,1.3333333333333333,4.773333333333333
resnet-50_woker_offline_report,1.35,4.573333333333333
resnet-50_woker_offline_report,1.3666666666666667,4.596666666666667
resnet-50_woker_offline_report,1.3833333333333333,4.323333333333333
resnet-50_woker_offline_report,1.4,4.43
resnet-50_woker_offline_report,1.4166666666666667,4.43
resnet-50_woker_offline_report,1.4333333333333333,4.45
resnet-50_woker_offline_report,1.45,4.516666666666667
resnet-50_woker_offline_report,1.4666666666666666,4.68
resnet-50_woker_offline_report,1.4833333333333334,4.343333333333334
resnet-50_woker_offline_report,1.5,4.376666666666666
resnet-50_woker_offline_report,1.5166666666666666,4.223333333333334
resnet-50_woker_offline_report,1.5333333333333334,4.293333333333333
resnet-50_woker_offline_report,1.55,4.293333333333333
resnet-50_woker_offline_report,1.5666666666666667,4.52
resnet-50_woker_offline_report,1.5833333333333333,4.336666666666667
resnet-50_woker_offline_report,1.6,4.2
