run,t_hours,redirects
resnet-50_result_report,36.583333333333336,197.0
resnet-50_result_report,36.666666666666664,164.0
resnet-50_result_report,36.75,203.0
resnet-50_result_report,36.833333333333336,203.0
resnet-50_result_report,36.916666666666664,139.0
resnet-50_result_report,37.0,139.0
resnet-50_result_report,37.083333333333336,160.0
resnet-50_result_report,37.166666666666664,160.0
resnet-50_result_report,37.25,160.0
resnet-50_result_report,37.333333333333336,182.0
resnet-50_result_report,37.416666666666664,182.0
resnet-50_result_report,37.5,160.0
resnet-50_result_report,37.583333333333336,160.0
resnet-50_result_report,37.666666666666664,160.0
resnet-50_result_report,37.75,132.0
resnet-50_result_report,37.833333333333336,132.0
resnet-50_result_report,37.916666666666664,151.0
resnet-50_result_report,38.0,151.0
resnet-50_result_report,38.083333333333336,112.0
resnet-50_result_report,38.166666666666664,147.0
resnet-50_result_report,38.25,147.0
resnet-50_result_report,38.333333333333336,155.0
resnet-50_result_report,38.416666666666664,155.0
resnet-50_result_report,38.5,125.0
resnet-50_result_report,38.583333333333336,190.0
resnet-50_result_report,38.666666666666664,190.0
resnet-50_result_report,38.75,223.0
resnet-50_result_report,38.833333333333336,426.0
resnet-50_result_report,38.916666666666664,482.0
resnet-50_result_report,39.0,482.0
resnet-50_result_report,39.083333333333336,745.0
resnet-50_result_report,39.166666666666664,868.0
resnet-50_result_report,39.25,868.0
resnet-50_result_report,39.333333333333336,852.0
resnet-50_result_report,39.416666666666664,945.0
resnet-50_result_report,39.5,945.0
resnet-50_result_report,39.583333333333336,893.0
resnet-50_result_report,39.666666666666664,893.0
