run,t_hours,rtt_ms
resnet-50_result_report,0.0,36.5
resnet-50_result_report,0.08333333333333333,36.4
resnet-50_result_report,0.16666666666666666,36.3
resnet-50_result_report,0.25,45.1
resnet-50_result_report,0.3333333333333333,44.5
resnet-50_result_report,0.4166666666666667,47.8
resnet-50_result_report,0.5,44.6
resnet-50_result_report,0.5833333333333334,45.1
resnet-50_result_report,0.6666666666666666,45.1
resnet-50_result_report,0.75,179.0
resnet-50_result_report,0.8333333333333334,44.6
resnet-50_result_report,0.9166666666666666,44.9
resnet-50_result_report,1.0,44.5
resnet-50_result_report,1.0833333333333333,44.8
resnet-50_result_report,1.1666666666666667,44.4
resnet-50_result_report,1.25,44.5
resnet-50_result_report,1.3333333333333333,44.5
resnet-50_result_report,1.4166666666666667,89.1
resnet-50_result_report,1.5,45.5
resnet-50_result_report,1.5833333333333333,44.5
resnet-50_result_report,1.6666666666666667,44.6
resnet-50_result_report,1.75,73.6
resnet-50_result_report,1.8333333333333333,44.6
resnet-50_result_report,1.9166666666666667,84.5
resnet-50_result_report,2.0,45.3
resnet-50_result_report,2.0833333333333335,47.6
resnet-50_result_report,2.1666666666666665,44.6
resnet-50_result_report,2.25,141.0
resnet-50_result_report,2.3333333333333335,44.7
resnet-50_result_report,2.4166666666666665,45.5
resnet-50_result_report,2.5,44.8
resnet-50_result_report,2.5833333333333335,44.6
resnet-50_result_report,2.6666666666666665,45.9
resnet-50_result_report,2.75,44.6
resnet-50_result_report,2.8333333333333335,45.9
resnet-50_result_report,2.9166666666666665,45.3
resnet-50_result_report,3.0,51.7
resnet-50_result_report,3.0833333333333335,45.2
resnet-50_result_report,3.1666666666666665,45.5
resnet-50_result_report,3.25,44.6
resnet-50_result_report,3.3333333333333335,46.0
resnet-50_result_report,3.4166666666666665,45.9
resnet-50_result_report,3.5,46.2
resnet-50_result_report,3.5833333333333335,46.2
resnet-50_result_report,3.6666666666666665,44.5
resnet-50_result_report,3.75,45.4
resnet-50_result_report,3.8333333333333335,45.2
resnet-50_result_report,3.9166666666666665,45.5
resnet-50_result_report,4.0,45.5
resnet-50_result_report,4.083333333333333,45.8
resnet-50_result_report,4.166666666666667,46.0
resnet-50_result_report,4.25,45.2
resnet-50_result_report,4.333333333333333,45.4
resnet-50_result_report,4.416666666666667,45.4
resnet-50_result_report,4.5,45.6
resnet-50_result_report,4.583333333333333,45.3
resnet-50_result_report,4.666666666666667,45.2
resnet-50_result_report,4.75,45.3
resnet-50_result_report,4.833333333333333,46.7
resnet-50_result_report,4.916666666666667,45.3
resnet-50_result_report,5.0,45.3
resnet-50_result_report,5.083333333333333,45.7
resnet-50_result_report,5.166666666666667,45.9
resnet-50_result_report,5.25,45.7
resnet-50_result_report,5.333333333333333,46.4
resnet-50_result_report,5.416666666666667,45.4
resnet-50_result_report,5.5,45.8
resnet-50_result_report,5.583333333333333,45.5
resnet-50_result_report,5.666666666666667,45.3
resnet-50_result_report,5.75,45.8
resnet-50_result_report,5.833333333333333,45.2
resnet-50_result_report,5.916666666666667,44.8
resnet-50_result_report,6.0,44.9
resnet-50_result_report,6.083333333333333,46.1
resnet-50_result_report,6.166666666666667,44.6
resnet-50_result_report,6.25,44.5
resnet-50_result_report,6.333333333333333,45.0
resnet-50_result_report,6.416666666666667,44.5
resnet-50_result_report,6.5,44.5
resnet-50_result_report,6.583333333333333,44.5
resnet-50_result_report,6.666666666666667,44.5
resnet-50_result_report,6.75,45.5
resnet-50_result_report,6.833333333333333,44.8
resnet-50_result_report,6.916666666666667,44.6
resnet-50_result_report,7.0,44.8
resnet-50_result_report,7.083333333333333,44.5
resnet-50_result_report,7.166666666666667,44.6
resnet-50_result_report,7.25,44.8
resnet-50_result_report,7.333333333333333,44.6
resnet-50_result_report,7.416666666666667,44.7
resnet-50_result_report,7.5,44.6
resnet-50_result_report,7.583333333333333,44.6
resnet-50_result_report,7.666666666666667,44.5
resnet-50_result_report,7.75,44.5
resnet-50_result_report,7.833333333333333,45.8
resnet-50_result_report,7.916666666666667,44.6
resnet-50_result_report,8.0,48.0
resnet-50_result_report,8.083333333333334,44.6
resnet-50_result_report,8.166666666666666,44.5
resnet-50_result_report,8.25,44.7
resnet-50_result_report,8.333333333333334,45.4
resnet-50_result_report,8.416666666666666,44.6
resnet-50_result_report,8.5,44.6
resnet-50_result_report,8.583333333333334,46.9
resnet-50_result_report,8.666666666666666,44.6
resnet-50_result_report,8.75,44.6
resnet-50_result_report,8.833333333333334,44.5
resnet-50_result_report,8.916666666666666,45.3
resnet-50_result_report,9.0,45.3
resnet-50_result_report,9.083333333333334,45.6
resnet-50_result_report,9.166666666666666,44.9
resnet-50_result_report,9.25,48.5
resnet-50_result_report,9.333333333333334,44.6
resnet-50_result_report,9.416666666666666,46.8
resnet-50_result_report,9.5,44.5
resnet-50_result_report,9.583333333333334,45.1
resnet-50_result_report,9.666666666666666,45.1
resnet-50_result_report,9.75,44.5
resnet-50_result_report,9.833333333333334,45.6
resnet-50_result_report,9.916666666666666,50.2
resnet-50_result_report,10.0,45.7
resnet-50_result_report,10.083333333333334,49.8
resnet-50_result_report,10.166666666666666,44.6
resnet-50_result_report,10.25,44.6
resnet-50_result_report,10.333333333333334,44.8
resnet-50_result_report,10.416666666666666,44.6
resnet-50_result_report,10.5,44.8
resnet-50_result_report,10.583333333333334,44.8
resnet-50_result_report,10.666666666666666,45.1
resnet-50_result_report,10.75,44.9
resnet-50_result_report,10.833333333333334,45.1
resnet-50_result_report,10.916666666666666,44.7
resnet-50_result_report,11.0,44.7
resnet-50_result_report,11.083333333333334,44.8
resnet-50_result_report,11.166666666666666,45.9
resnet-50_result_report,11.25,45.2
resnet-50_result_report,11.333333333333334,44.8
resnet-50_result_report,11.416666666666666,44.8
resnet-50_result_report,11.5,44.8
resnet-50_result_report,11.583333333333334,45.6
resnet-50_result_report,11.666666666666666,44.8
resnet-50_result_report,11.75,44.7
resnet-50_result_report,11.833333333333334,45.0
resnet-50_result_report,11.916666666666666,44.7
resnet-50_result_report,12.0,44.8
resnet-50_result_report,12.083333333333334,49.6
resnet-50_result_report,12.166666666666666,45.9
resnet-50_result_report,12.25,44.7
resnet-50_result_report,12.333333333333334,45.7
resnet-50_result_report,12.416666666666666,46.7
resnet-50_result_report,12.5,45.5
resnet-50_result_report,12.583333333333334,44.8
resnet-50_result_report,12.666666666666666,45.1
resnet-50_result_report,12.75,44.9
resnet-50_result_report,12.833333333333334,47.3
resnet-50_result_report,12.916666666666666,44.8
resnet-50_result_report,13.0,45.8
resnet-50_result_report,13.083333333333334,45.1
resnet-50_result_report,13.166666666666666,44.8
resnet-50_result_report,13.25,45.0
resnet-50_result_report,13.333333333333334,45.3
resnet-50_result_report,13.416666666666666,45.2
resnet-50_result_report,13.5,44.6
resnet-50_result_report,13.583333333333334,45.1
resnet-50_result_report,13.666666666666666,44.5
resnet-50_result_report,13.75,45.2
resnet-50_result_report,13.833333333333334,44.8
resnet-50_result_report,13.916666666666666,44.9
resnet-50_result_report,14.0,44.6
resnet-50_result_report,14.083333333333334,44.6
resnet-50_result_report,14.166666666666666,44.7
resnet-50_result_report,14.25,44.8
resnet-50_result_report,14.333333333333334,45.0
resnet-50_result_report,14.416666666666666,45.5
resnet-50_result_report,14.5,45.0
resnet-50_result_report,14.583333333333334,44.6
resnet-50_result_report,14.666666666666666,44.6
resnet-50_result_report,14.75,44.7
