"Time","gateway1","scheduler","worker1","worker2","worker3","worker4"
2026-01-08 18:00:00,2.58 kb/s,9.53 kb/s,51.3 Mb/s,45.7 Mb/s,118 Mb/s,46.2 Mb/s
2026-01-08 18:20:00,2.58 kb/s,9.69 kb/s,43.8 Mb/s,51.9 Mb/s,166 Mb/s,49.4 Mb/s
2026-01-08 18:40:00,2.61 kb/s,9.05 kb/s,56.9 Mb/s,58.3 Mb/s,165 Mb/s,50.8 Mb/s
2026-01-08 19:00:00,2.58 kb/s,9.31 kb/s,38.2 Mb/s,39.5 Mb/s,118 Mb/s,44.8 Mb/s
2026-01-08 19:20:00,2.61 kb/s,10.4 kb/s,38.0 Mb/s,39.4 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-08 19:40:00,2.58 kb/s,8.85 kb/s,38.0 Mb/s,39.4 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-08 20:00:00,2.59 kb/s,8.70 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-08 20:20:00,2.58 kb/s,8.86 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-08 20:40:00,2.59 kb/s,9.28 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-08 21:00:00,2.58 kb/s,8.91 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-08 21:20:00,2.58 kb/s,9.52 kb/s,56.9 Mb/s,48.0 Mb/s,134 Mb/s,46.6 Mb/s
2026-01-08 21:40:00,2.59 kb/s,9.53 kb/s,38.0 Mb/s,49.6 Mb/s,141 Mb/s,49.2 Mb/s
2026-01-08 22:00:00,2.60 kb/s,8.93 kb/s,57.1 Mb/s,58.3 Mb/s,167 Mb/s,43.5 Mb/s
2026-01-08 22:20:00,2.59 kb/s,9.19 kb/s,38.0 Mb/s,39.4 Mb/s,120 Mb/s,45.5 Mb/s
2026-01-08 22:40:00,2.59 kb/s,9.50 kb/s,38.0 Mb/s,39.5 Mb/s,119 Mb/s,44.7 Mb/s
2026-01-08 23:00:00,2.59 kb/s,9.23 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-08 23:20:00,2.58 kb/s,8.30 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-08 23:40:00,2.59 kb/s,9.15 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 00:00:00,2.56 kb/s,9.15 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 00:20:00,2.53 kb/s,9.14 kb/s,56.9 Mb/s,50.6 Mb/s,138 Mb/s,47.2 Mb/s
2026-01-09 00:40:00,2.55 kb/s,9.85 kb/s,38.0 Mb/s,47.2 Mb/s,143 Mb/s,48.4 Mb/s
2026-01-09 01:00:00,2.33 kb/s,8.25 kb/s,38.2 Mb/s,58.1 Mb/s,148 Mb/s,49.0 Mb/s
2026-01-09 01:20:00,2.32 kb/s,8.99 kb/s,38.0 Mb/s,39.5 Mb/s,120 Mb/s,46.0 Mb/s
2026-01-09 01:40:00,2.31 kb/s,9.66 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,39.0 Mb/s
2026-01-09 02:00:00,2.31 kb/s,9.23 kb/s,38.0 Mb/s,39.4 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 02:20:00,2.31 kb/s,9.16 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 02:40:00,2.31 kb/s,8.86 kb/s,38.0 Mb/s,39.4 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 03:00:00,2.31 kb/s,8.76 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 03:20:00,2.31 kb/s,9.04 kb/s,38.0 Mb/s,45.0 Mb/s,113 Mb/s,48.3 Mb/s
2026-01-09 03:40:00,2.31 kb/s,9.62 kb/s,57.1 Mb/s,52.0 Mb/s,148 Mb/s,41.8 Mb/s
2026-01-09 04:00:00,2.31 kb/s,9.32 kb/s,38.0 Mb/s,47.3 Mb/s,131 Mb/s,58.0 Mb/s
2026-01-09 04:20:00,2.33 kb/s,10.7 kb/s,56.9 Mb/s,51.3 Mb/s,166 Mb/s,40.4 Mb/s
2026-01-09 04:40:00,2.31 kb/s,8.98 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 05:00:00,2.31 kb/s,9.08 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 05:20:00,2.31 kb/s,9.25 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 05:40:00,2.31 kb/s,9.08 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 06:00:00,2.31 kb/s,8.95 kb/s,38.2 Mb/s,39.6 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 06:20:00,2.31 kb/s,9.33 kb/s,56.9 Mb/s,52.6 Mb/s,143 Mb/s,49.0 Mb/s
2026-01-09 06:40:00,2.32 kb/s,8.28 kb/s,56.9 Mb/s,64.0 Mb/s,191 Mb/s,58.0 Mb/s
2026-01-09 07:00:00,2.32 kb/s,9.54 kb/s,38.2 Mb/s,39.6 Mb/s,119 Mb/s,45.8 Mb/s
2026-01-09 07:20:00,2.31 kb/s,9.06 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 07:40:00,2.31 kb/s,8.91 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 08:00:00,2.31 kb/s,7.75 kb/s,38.2 Mb/s,39.7 Mb/s,94.6 Mb/s,19.8 Mb/s
2026-01-09 08:20:00,2.31 kb/s,9.05 kb/s,38.0 Mb/s,41.3 Mb/s,113 Mb/s,45.5 Mb/s
2026-01-09 08:40:00,2.32 kb/s,8.55 kb/s,76.0 Mb/s,75.4 Mb/s,187 Mb/s,31.4 Mb/s
2026-01-09 09:00:00,2.32 kb/s,8.98 kb/s,38.0 Mb/s,39.6 Mb/s,116 Mb/s,38.3 Mb/s
2026-01-09 09:20:00,2.31 kb/s,9.02 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 09:40:00,2.32 kb/s,7.66 kb/s,38.0 Mb/s,39.7 Mb/s,94.6 Mb/s,19.6 Mb/s
2026-01-09 10:00:00,2.31 kb/s,8.66 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 10:20:00,2.31 kb/s,9.32 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 10:40:00,2.31 kb/s,9.41 kb/s,57.1 Mb/s,55.3 Mb/s,146 Mb/s,50.0 Mb/s
2026-01-09 11:00:00,2.31 kb/s,9.58 kb/s,38.0 Mb/s,42.4 Mb/s,136 Mb/s,45.6 Mb/s
2026-01-09 11:20:00,2.33 kb/s,8.87 kb/s,56.9 Mb/s,58.1 Mb/s,167 Mb/s,50.5 Mb/s
2026-01-09 11:40:00,2.31 kb/s,10.1 kb/s,38.2 Mb/s,39.5 Mb/s,119 Mb/s,45.1 Mb/s
2026-01-09 12:00:00,2.31 kb/s,9.20 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 12:20:00,2.31 kb/s,8.97 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 12:40:00,2.32 kb/s,9.32 kb/s,38.0 Mb/s,39.4 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 13:00:00,2.31 kb/s,9.25 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 13:20:00,2.31 kb/s,9.06 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 13:40:00,2.30 kb/s,8.16 kb/s,38.2 Mb/s,39.7 Mb/s,94.6 Mb/s,19.8 Mb/s
2026-01-09 14:00:00,2.31 kb/s,9.88 kb/s,56.9 Mb/s,58.3 Mb/s,161 Mb/s,57.1 Mb/s
2026-01-09 14:20:00,2.31 kb/s,8.88 kb/s,44.4 Mb/s,50.6 Mb/s,119 Mb/s,38.3 Mb/s
2026-01-09 14:40:00,2.33 kb/s,9.52 kb/s,50.7 Mb/s,47.1 Mb/s,156 Mb/s,38.5 Mb/s
2026-01-09 15:00:00,2.31 kb/s,8.78 kb/s,38.0 Mb/s,39.4 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 15:20:00,2.31 kb/s,8.72 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 15:40:00,2.31 kb/s,9.06 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 16:00:00,2.31 kb/s,8.35 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 16:20:00,2.31 kb/s,9.33 kb/s,38.0 Mb/s,39.7 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 16:40:00,2.31 kb/s,9.46 kb/s,57.1 Mb/s,58.3 Mb/s,149 Mb/s,39.4 Mb/s
2026-01-09 17:00:00,2.33 kb/s,8.65 kb/s,56.9 Mb/s,58.1 Mb/s,168 Mb/s,49.9 Mb/s
2026-01-09 17:20:00,2.30 kb/s,9.30 kb/s,38.2 Mb/s,39.7 Mb/s,102 Mb/s,29.9 Mb/s
2026-01-09 17:40:00,2.31 kb/s,14.8 kb/s,38.0 Mb/s,39.2 Mb/s,123 Mb/s,46.2 Mb/s
2026-01-09 18:00:00,2.31 kb/s,9.44 kb/s,38.0 Mb/s,39.4 Mb/s,118 Mb/s,40.0 Mb/s
2026-01-09 18:20:00,2.31 kb/s,9.49 kb/s,38.2 Mb/s,39.5 Mb/s,117 Mb/s,43.7 Mb/s
2026-01-09 18:40:00,2.31 kb/s,9.54 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 19:00:00,2.31 kb/s,9.17 kb/s,38.2 Mb/s,39.4 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 19:20:00,2.31 kb/s,9.32 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 19:40:00,2.31 kb/s,8.81 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 20:00:00,2.31 kb/s,9.10 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 20:20:00,2.31 kb/s,9.02 kb/s,38.2 Mb/s,39.6 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 20:40:00,2.31 kb/s,9.43 kb/s,56.9 Mb/s,47.5 Mb/s,130 Mb/s,46.4 Mb/s
2026-01-09 21:00:00,2.31 kb/s,9.57 kb/s,38.0 Mb/s,50.0 Mb/s,145 Mb/s,49.2 Mb/s
2026-01-09 21:20:00,2.32 kb/s,9.34 kb/s,57.1 Mb/s,58.3 Mb/s,161 Mb/s,44.9 Mb/s
2026-01-09 21:40:00,2.32 kb/s,9.09 kb/s,38.0 Mb/s,39.4 Mb/s,131 Mb/s,47.2 Mb/s
2026-01-09 22:00:00,2.31 kb/s,9.85 kb/s,38.0 Mb/s,39.6 Mb/s,115 Mb/s,41.8 Mb/s
2026-01-09 22:20:00,2.31 kb/s,8.87 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 22:40:00,2.31 kb/s,8.89 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 23:00:00,2.31 kb/s,9.29 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-09 23:20:00,2.31 kb/s,8.95 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-09 23:40:00,2.38 kb/s,9.22 kb/s,38.0 Mb/s,41.7 Mb/s,110 Mb/s,46.6 Mb/s
2026-01-10 00:00:00,2.40 kb/s,9.34 kb/s,56.9 Mb/s,56.3 Mb/s,156 Mb/s,42.7 Mb/s
2026-01-10 00:20:00,2.41 kb/s,9.05 kb/s,57.1 Mb/s,58.1 Mb/s,167 Mb/s,52.1 Mb/s
2026-01-10 00:40:00,2.41 kb/s,9.36 kb/s,38.0 Mb/s,39.4 Mb/s,130 Mb/s,47.9 Mb/s
2026-01-10 01:00:00,2.40 kb/s,10.1 kb/s,38.2 Mb/s,39.5 Mb/s,114 Mb/s,40.3 Mb/s
2026-01-10 01:20:00,2.40 kb/s,8.98 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-10 01:40:00,2.40 kb/s,9.25 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 02:00:00,2.41 kb/s,8.21 kb/s,38.0 Mb/s,39.7 Mb/s,94.6 Mb/s,19.8 Mb/s
2026-01-10 02:20:00,2.40 kb/s,8.86 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 02:40:00,2.40 kb/s,9.79 kb/s,51.0 Mb/s,45.8 Mb/s,118 Mb/s,46.1 Mb/s
2026-01-10 03:00:00,2.40 kb/s,9.60 kb/s,44.1 Mb/s,51.9 Mb/s,158 Mb/s,49.4 Mb/s
2026-01-10 03:20:00,2.42 kb/s,9.09 kb/s,56.9 Mb/s,58.1 Mb/s,176 Mb/s,52.8 Mb/s
2026-01-10 03:40:00,2.40 kb/s,9.68 kb/s,38.0 Mb/s,39.5 Mb/s,116 Mb/s,43.0 Mb/s
2026-01-10 04:00:00,2.40 kb/s,9.16 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-10 04:20:00,2.40 kb/s,9.43 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 04:40:00,2.40 kb/s,9.13 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.4 Mb/s
2026-01-10 05:00:00,2.40 kb/s,8.91 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-10 05:20:00,2.40 kb/s,9.29 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 05:40:00,2.40 kb/s,9.34 kb/s,55.9 Mb/s,46.3 Mb/s,122 Mb/s,45.9 Mb/s
2026-01-10 06:00:00,2.41 kb/s,9.44 kb/s,39.2 Mb/s,64.8 Mb/s,165 Mb/s,49.9 Mb/s
2026-01-10 06:20:00,2.33 kb/s,9.49 kb/s,56.9 Mb/s,45.0 Mb/s,157 Mb/s,47.9 Mb/s
2026-01-10 06:40:00,2.31 kb/s,8.96 kb/s,38.0 Mb/s,39.4 Mb/s,121 Mb/s,45.3 Mb/s
2026-01-10 07:00:00,2.31 kb/s,9.76 kb/s,38.2 Mb/s,39.6 Mb/s,113 Mb/s,40.7 Mb/s
2026-01-10 07:20:00,2.31 kb/s,8.64 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 07:40:00,2.32 kb/s,8.16 kb/s,38.2 Mb/s,39.9 Mb/s,94.6 Mb/s,19.8 Mb/s
2026-01-10 08:00:00,2.31 kb/s,8.82 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 08:20:00,2.31 kb/s,9.35 kb/s,38.0 Mb/s,41.3 Mb/s,113 Mb/s,46.4 Mb/s
2026-01-10 08:40:00,2.31 kb/s,9.19 kb/s,56.9 Mb/s,54.8 Mb/s,149 Mb/s,44.5 Mb/s
2026-01-10 09:00:00,2.32 kb/s,8.85 kb/s,57.1 Mb/s,59.9 Mb/s,179 Mb/s,51.6 Mb/s
2026-01-10 09:20:00,2.32 kb/s,9.14 kb/s,38.0 Mb/s,39.4 Mb/s,126 Mb/s,46.3 Mb/s
2026-01-10 09:40:00,2.31 kb/s,9.07 kb/s,38.2 Mb/s,39.7 Mb/s,94.8 Mb/s,22.0 Mb/s
2026-01-10 10:00:00,2.31 kb/s,8.36 kb/s,38.0 Mb/s,39.7 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-10 10:20:00,2.31 kb/s,8.42 kb/s,38.2 Mb/s,39.7 Mb/s,94.6 Mb/s,19.6 Mb/s
2026-01-10 10:40:00,2.30 kb/s,8.63 kb/s,61.8 Mb/s,67.6 Mb/s,139 Mb/s,34.8 Mb/s
2026-01-10 11:00:00,2.31 kb/s,15.2 kb/s,24.2 Mb/s,15.5 Mb/s,69.6 Mb/s,32.0 Mb/s
2026-01-10 11:20:00,2.33 kb/s,9.19 kb/s,66.0 Mb/s,73.0 Mb/s,186 Mb/s,29.7 Mb/s
2026-01-10 11:40:00,2.31 kb/s,7.79 kb/s,38.2 Mb/s,39.9 Mb/s,96.7 Mb/s,19.6 Mb/s
2026-01-10 12:00:00,2.31 kb/s,12.8 kb/s,38.2 Mb/s,39.4 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 12:20:00,2.31 kb/s,8.82 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-10 12:40:00,2.32 kb/s,8.89 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 13:00:00,2.31 kb/s,9.56 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-10 13:20:00,2.31 kb/s,9.28 kb/s,57.1 Mb/s,52.7 Mb/s,142 Mb/s,49.7 Mb/s
2026-01-10 13:40:00,2.31 kb/s,9.20 kb/s,38.6 Mb/s,49.9 Mb/s,142 Mb/s,48.5 Mb/s
2026-01-10 14:00:00,2.33 kb/s,9.15 kb/s,56.5 Mb/s,53.5 Mb/s,169 Mb/s,51.4 Mb/s
2026-01-10 14:20:00,2.31 kb/s,9.93 kb/s,38.0 Mb/s,39.5 Mb/s,115 Mb/s,41.6 Mb/s
2026-01-10 14:40:00,2.31 kb/s,8.63 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-10 15:00:00,2.31 kb/s,9.22 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 15:20:00,2.31 kb/s,8.93 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-10 15:40:00,2.31 kb/s,9.21 kb/s,38.0 Mb/s,39.7 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-10 16:00:00,2.31 kb/s,9.64 kb/s,57.1 Mb/s,58.3 Mb/s,153 Mb/s,54.2 Mb/s
2026-01-10 16:20:00,2.32 kb/s,9.28 kb/s,53.9 Mb/s,58.1 Mb/s,166 Mb/s,51.2 Mb/s
2026-01-10 16:40:00,2.31 kb/s,9.15 kb/s,41.0 Mb/s,39.4 Mb/s,136 Mb/s,45.5 Mb/s
2026-01-10 17:00:00,2.31 kb/s,9.70 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,40.4 Mb/s
2026-01-10 17:20:00,4.31 kb/s,14.8 kb/s,38.0 Mb/s,39.4 Mb/s,90.7 Mb/s,19.4 Mb/s
2026-01-10 17:40:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.25 kb/s
2026-01-10 18:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.25 kb/s
2026-01-10 18:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.25 kb/s
2026-01-10 18:40:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-10 19:00:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.26 kb/s
2026-01-10 19:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.24 kb/s
2026-01-10 19:40:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.25 kb/s
2026-01-10 20:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-10 20:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.25 kb/s
2026-01-10 20:40:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-10 21:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.86 kb/s,2.25 kb/s
2026-01-10 21:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.86 kb/s,2.26 kb/s
2026-01-10 21:40:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.86 kb/s,2.25 kb/s
2026-01-10 22:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.25 kb/s
2026-01-10 22:20:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.26 kb/s
2026-01-10 22:40:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.25 kb/s
2026-01-10 23:00:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.26 kb/s
2026-01-10 23:20:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.25 kb/s
2026-01-10 23:40:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.89 kb/s,2.26 kb/s
2026-01-11 00:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.25 kb/s
2026-01-11 00:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-11 00:40:00,2.30 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.86 kb/s,2.26 kb/s
2026-01-11 01:00:00,2.65 kb/s,48.5 kb/s,22.9 kb/s,23.1 kb/s,5.86 kb/s,2.42 kb/s
2026-01-11 01:20:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.26 kb/s
2026-01-11 01:40:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.25 kb/s
2026-01-11 02:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-11 02:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-11 02:40:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-11 03:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-11 03:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.25 kb/s
2026-01-11 03:40:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-11 04:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.25 kb/s
2026-01-11 04:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.88 kb/s,2.26 kb/s
2026-01-11 04:40:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.90 kb/s,2.25 kb/s
2026-01-11 05:00:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.91 kb/s,2.26 kb/s
2026-01-11 05:20:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.91 kb/s,2.26 kb/s
2026-01-11 05:40:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.92 kb/s,2.26 kb/s
2026-01-11 06:00:00,2.29 kb/s,48.6 kb/s,22.7 kb/s,23.1 kb/s,5.93 kb/s,2.25 kb/s
2026-01-11 06:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.87 kb/s,2.26 kb/s
2026-01-11 06:40:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.85 kb/s,2.26 kb/s
2026-01-11 07:00:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.83 kb/s,2.26 kb/s
2026-01-11 07:20:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.85 kb/s,2.25 kb/s
2026-01-11 07:40:00,2.29 kb/s,48.5 kb/s,22.7 kb/s,23.1 kb/s,5.86 kb/s,2.25 kb/s
2026-01-11 08:00:00,2.29 kb/s,48.5 kb/s,22.6 kb/s,23.1 kb/s,5.87 kb/s,2.16 kb/s
2026-01-11 08:20:00,2.29 kb/s,48.6 kb/s,22.6 kb/s,23.1 kb/s,5.89 kb/s,2.16 kb/s
2026-01-11 08:40:00,2.29 kb/s,48.5 kb/s,22.6 kb/s,23.1 kb/s,5.87 kb/s,2.16 kb/s
2026-01-11 09:00:00,2.29 kb/s,48.5 kb/s,22.6 kb/s,23.1 kb/s,5.87 kb/s,2.16 kb/s
2026-01-11 09:20:00,2.61 kb/s,37.6 kb/s,189 kb/s,701 kb/s,5.87 kb/s,173 kb/s
2026-01-11 09:40:00,2.25 kb/s,8.83 kb/s,55.5 Mb/s,39.7 Mb/s,75.7 Mb/s,17.0 Mb/s
2026-01-11 10:00:00,2.26 kb/s,8.78 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,37.1 Mb/s
2026-01-11 10:20:00,2.25 kb/s,9.00 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-11 10:40:00,2.25 kb/s,9.81 kb/s,57.1 Mb/s,58.3 Mb/s,156 Mb/s,57.3 Mb/s
2026-01-11 11:00:00,2.27 kb/s,9.49 kb/s,56.9 Mb/s,58.3 Mb/s,176 Mb/s,48.0 Mb/s
2026-01-11 11:20:00,2.25 kb/s,8.78 kb/s,38.0 Mb/s,39.4 Mb/s,122 Mb/s,46.5 Mb/s
2026-01-11 11:40:00,2.26 kb/s,9.84 kb/s,38.2 Mb/s,39.7 Mb/s,113 Mb/s,39.5 Mb/s
2026-01-11 12:00:00,2.25 kb/s,9.08 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.3 Mb/s
2026-01-11 12:20:00,2.26 kb/s,9.04 kb/s,38.0 Mb/s,39.7 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-11 12:40:00,2.26 kb/s,8.96 kb/s,38.2 Mb/s,39.5 Mb/s,113 Mb/s,38.5 Mb/s
2026-01-11 13:00:00,2.25 kb/s,9.69 kb/s,38.0 Mb/s,39.5 Mb/s,113 Mb/s,45.9 Mb/s
2026-01-11 13:20:00,2.25 kb/s,9.34 kb/s,57.1 Mb/s,58.3 Mb/s,162 Mb/s,49.7 Mb/s
